,,,
Data collected at Mon Jul 27 09:31:14 2020,,,
,,,
TEST RESULT FOR REGIONAL (HTTP),,,
Site,Accessible,CensorType,URL
google.com,O,,http://www.google.com/
yahoo.com,O,,http://www.yahoo.com/
amazon.com,O,,http://www.amazon.com/
microsoft.com,O,,http://www.microsoft.com/
amazon.co.jp,O,,http://www.amazon.co.jp/
google.co.in,O,,http://www.google.co.in/
apple.com,O,,http://www.apple.com/
adobe.com,O,,http://www.adobe.com/
nytimes.com,O,,http://www.nytimes.com/
amazon.co.uk,O,,http://www.amazon.co.uk/
chase.com,O,,http://www.chase.com/
flipkart.com,O,,http://www.flipkart.com/
walmart.com,O,,http://www.walmart.com/
zillow.com,O,,http://www.zillow.com/
indiatimes.com,O,,http://www.indiatimes.com/
alibaba.com,O,,http://www.alibaba.com/
bbc.co.uk,O,,http://www.bbc.co.uk/
nih.gov,O,,http://www.nih.gov/
theguardian.com,O,,http://www.theguardian.com/
google.co.uk,O,,http://www.google.co.uk/
wellsfargo.com,O,,http://www.wellsfargo.com/
bestbuy.com,X,UNK,http://www.bestbuy.com/
amazon.ca,O,,http://www.amazon.ca/
usps.com,O,,http://www.usps.com/
homedepot.com,O,,http://www.homedepot.com/
ups.com,O,,http://www.ups.com/
ikea.com,O,,http://www.ikea.com/
ca.gov,O,,http://www.ca.gov/
nlm.nih.gov,O,,http://www.nlm.nih.gov/
target.com,O,,http://www.target.com/
webex.com,O,,http://www.webex.com/
fedex.com,O,,http://www.fedex.com/
bet365.com,X,HTTP,http://www.bet365.com/
dailymail.co.uk,O,,http://www.dailymail.co.uk/
ebay.co.uk,O,,http://www.ebay.co.uk/
weather.com,X,DNS,http://www.weather.com/
icicibank.com,O,,http://www.icicibank.com/
samsung.com,O,,http://www.samsung.com/
economictimes.indiatimes.com,O,,http://www.economictimes.indiatimes.com/
uk.search.yahoo.com,X,UNK,http://www.uk.search.yahoo.com/
fidelity.com,O,,http://www.fidelity.com/
hp.com,O,,http://www.hp.com/
irs.gov,O,,http://www.irs.gov/
asos.com,O,,http://www.asos.com/
bankofamerica.com,O,,http://www.bankofamerica.com/
aol.com,O,,http://www.aol.com/
moneycontrol.com,O,,http://www.moneycontrol.com/
xfinity.com,O,,http://www.xfinity.com/
ndtv.com,O,,http://www.ndtv.com/
rt.com,O,,http://www.rt.com/
,,,
Accessible,DNS Blocking,HTTP Blocking,TCP/IP Blocking,Unknown
46,1,1,0,2
,,,
TEST RESULT FOR REGIONAL (HTTPS),,,
Site,Accessible,CensorType,URL
google.com,O,,https://www.google.com/
yahoo.com,O,,https://www.yahoo.com/
amazon.com,O,,https://www.amazon.com/
microsoft.com,O,,https://www.microsoft.com/
amazon.co.jp,O,,https://www.amazon.co.jp/
google.co.in,O,,https://www.google.co.in/
apple.com,O,,https://www.apple.com/
adobe.com,O,,https://www.adobe.com/
nytimes.com,O,,https://www.nytimes.com/
amazon.co.uk,O,,https://www.amazon.co.uk/
chase.com,O,,https://www.chase.com/
flipkart.com,O,,https://www.flipkart.com/
walmart.com,O,,https://www.walmart.com/
zillow.com,O,,https://www.zillow.com/
indiatimes.com,O,,https://www.indiatimes.com/
alibaba.com,O,,https://www.alibaba.com/
bbc.co.uk,O,,https://www.bbc.co.uk/
nih.gov,O,,https://www.nih.gov/
theguardian.com,O,,https://www.theguardian.com/
google.co.uk,O,,https://www.google.co.uk/
wellsfargo.com,O,,https://www.wellsfargo.com/
bestbuy.com,X,UNK,https://www.bestbuy.com/
amazon.ca,O,,https://www.amazon.ca/
usps.com,O,,https://www.usps.com/
homedepot.com,O,,https://www.homedepot.com/
ups.com,O,,https://www.ups.com/
ikea.com,O,,https://www.ikea.com/
ca.gov,O,,https://www.ca.gov/
nlm.nih.gov,O,,https://www.nlm.nih.gov/
target.com,O,,https://www.target.com/
webex.com,O,,https://www.webex.com/
fedex.com,O,,https://www.fedex.com/
bet365.com,O,,https://www.bet365.com/
dailymail.co.uk,O,,https://www.dailymail.co.uk/
ebay.co.uk,O,,https://www.ebay.co.uk/
weather.com,X,DNS,https://www.weather.com/
icicibank.com,O,,https://www.icicibank.com/
samsung.com,O,,https://www.samsung.com/
economictimes.indiatimes.com,X,DNS,https://www.economictimes.indiatimes.com/
uk.search.yahoo.com,X,UNK,https://www.uk.search.yahoo.com/
fidelity.com,O,,https://www.fidelity.com/
hp.com,O,,https://www.hp.com/
irs.gov,O,,https://www.irs.gov/
asos.com,O,,https://www.asos.com/
bankofamerica.com,O,,https://www.bankofamerica.com/
aol.com,O,,https://www.aol.com/
moneycontrol.com,O,,https://www.moneycontrol.com/
xfinity.com,O,,https://www.xfinity.com/
ndtv.com,O,,https://www.ndtv.com/
rt.com,O,,https://www.rt.com/
,,,
Accessible,DNS Blocking,HTTP Blocking,TCP/IP Blocking,Unknown
46,2,0,0,2
