,,,
Data collected at Mon Jul 27 09:31:21 2020,,,
,,,
TEST RESULT FOR SPORTS (HTTP),,,
Site,Accessible,CensorType,URL
espn.com,O,,http://www.espn.com/
livescore.com,O,,http://www.livescore.com/
strava.com,O,,http://www.strava.com/
premierleague.com,O,,http://www.premierleague.com/
flashscore.com,O,,http://www.flashscore.com/
goal.com,O,,http://www.goal.com/
sports.yahoo.com,O,,http://www.sports.yahoo.com/
nbcsports.com,O,,http://www.nbcsports.com/
bleacherreport.com,O,,http://www.bleacherreport.com/
skysports.com,O,,http://www.skysports.com/
rei.com,X,UNK,http://www.rei.com/
cbssports.com,O,,http://www.cbssports.com/
formula1.com,O,,http://www.formula1.com/
espncricinfo.com,O,,http://www.espncricinfo.com/
nba.com,O,,http://www.nba.com/
nfl.com,O,,http://www.nfl.com/
filgoal.com,O,,http://www.filgoal.com/
cricbuzz.com,O,,http://www.cricbuzz.com/
soccerway.com,O,,http://www.soccerway.com/
sbnation.com,O,,http://www.sbnation.com/
hkjc.com,O,,http://www.hkjc.com/
si.com,O,,http://www.si.com/
nhl.com,O,,http://www.nhl.com/
surfline.com,O,,http://www.surfline.com/
motorsport.com,O,,http://www.motorsport.com/
rivals.com,O,,http://www.rivals.com/
foxsports.com,O,,http://www.foxsports.com/
pgatour.com,X,DNS,http://www.pgatour.com/
basketball-reference.com,O,,http://www.basketball-reference.com/
hattrick.org,O,,http://www.hattrick.org/
pinkbike.com,O,,http://www.pinkbike.com/
baseball-reference.com,O,,http://www.baseball-reference.com/
active.com,O,,http://www.active.com/
wwe.com,O,,http://www.wwe.com/
whoscored.com,O,,http://www.whoscored.com/
ufc.com,O,,http://www.ufc.com/
uefa.com,O,,http://www.uefa.com/
rotoworld.com,O,,http://www.rotoworld.com/
sherdog.com,O,,http://www.sherdog.com/
ronaldo7.net,O,,http://www.ronaldo7.net/
profootballtalk.nbcsports.com,X,UNK,http://www.profootballtalk.nbcsports.com/
runnersworld.com,O,,http://www.runnersworld.com/
pro-football-reference.com,O,,http://www.pro-football-reference.com/
nrl.com,O,,http://www.nrl.com/
nascar.com,O,,http://www.nascar.com/
realmadrid.com,O,,http://www.realmadrid.com/
sport360.com,O,,http://www.sport360.com/
sportingnews.com,O,,http://www.sportingnews.com/
soccerstand.com,O,,http://www.soccerstand.com/
afl.com.au,O,,http://www.afl.com.au/
,,,
Accessible,DNS Blocking,HTTP Blocking,TCP/IP Blocking,Unknown
47,1,0,0,2
,,,
TEST RESULT FOR SPORTS (HTTPS),,,
Site,Accessible,CensorType,URL
espn.com,O,,https://www.espn.com/
livescore.com,O,,https://www.livescore.com/
strava.com,O,,https://www.strava.com/
premierleague.com,O,,https://www.premierleague.com/
flashscore.com,O,,https://www.flashscore.com/
goal.com,O,,https://www.goal.com/
sports.yahoo.com,O,,https://www.sports.yahoo.com/
nbcsports.com,O,,https://www.nbcsports.com/
bleacherreport.com,O,,https://www.bleacherreport.com/
skysports.com,O,,https://www.skysports.com/
rei.com,X,UNK,https://www.rei.com/
cbssports.com,O,,https://www.cbssports.com/
formula1.com,O,,https://www.formula1.com/
espncricinfo.com,O,,https://www.espncricinfo.com/
nba.com,O,,https://www.nba.com/
nfl.com,O,,https://www.nfl.com/
filgoal.com,O,,https://www.filgoal.com/
cricbuzz.com,O,,https://www.cricbuzz.com/
soccerway.com,O,,https://www.soccerway.com/
sbnation.com,O,,https://www.sbnation.com/
hkjc.com,O,,https://www.hkjc.com/
si.com,O,,https://www.si.com/
nhl.com,O,,https://www.nhl.com/
surfline.com,O,,https://www.surfline.com/
motorsport.com,O,,https://www.motorsport.com/
rivals.com,O,,https://www.rivals.com/
foxsports.com,O,,https://www.foxsports.com/
pgatour.com,X,DNS,https://www.pgatour.com/
basketball-reference.com,O,,https://www.basketball-reference.com/
hattrick.org,O,,https://www.hattrick.org/
pinkbike.com,O,,https://www.pinkbike.com/
baseball-reference.com,O,,https://www.baseball-reference.com/
active.com,O,,https://www.active.com/
wwe.com,O,,https://www.wwe.com/
whoscored.com,O,,https://www.whoscored.com/
ufc.com,O,,https://www.ufc.com/
uefa.com,O,,https://www.uefa.com/
rotoworld.com,O,,https://www.rotoworld.com/
sherdog.com,O,,https://www.sherdog.com/
ronaldo7.net,O,,https://www.ronaldo7.net/
profootballtalk.nbcsports.com,X,UNK,https://www.profootballtalk.nbcsports.com/
runnersworld.com,O,,https://www.runnersworld.com/
pro-football-reference.com,O,,https://www.pro-football-reference.com/
nrl.com,O,,https://www.nrl.com/
nascar.com,O,,https://www.nascar.com/
realmadrid.com,O,,https://www.realmadrid.com/
sport360.com,O,,https://www.sport360.com/
sportingnews.com,O,,https://www.sportingnews.com/
soccerstand.com,O,,https://www.soccerstand.com/
afl.com.au,O,,https://www.afl.com.au/
,,,
Accessible,DNS Blocking,HTTP Blocking,TCP/IP Blocking,Unknown
47,1,0,0,2
