,,,
Data collected at Mon Jul 27 09:31:06 2020,,,
,,,
TEST RESULT FOR HEALTH (HTTP),,,
Site,Accessible,CensorType,URL
nih.gov,O,,http://www.nih.gov/
webmd.com,O,,http://www.webmd.com/
cdc.gov,O,,http://www.cdc.gov/
who.int,O,,http://www.who.int/
mayoclinic.org,O,,http://www.mayoclinic.org/
myfitnesspal.com,O,,http://www.myfitnesspal.com/
psychologytoday.com,O,,http://www.psychologytoday.com/
kaiserpermanente.org,O,,http://www.kaiserpermanente.org/
fda.gov,O,,http://www.fda.gov/
medlineplus.gov,O,,http://www.medlineplus.gov/
medscape.com,O,,http://www.medscape.com/
www.nhs.uk,X,UNK,http://www.www.nhs.uk/
drugs.com,O,,http://www.drugs.com/
niams.nih.gov,O,,http://www.niams.nih.gov/
menshealth.com,O,,http://www.menshealth.com/
medicinenet.com,O,,http://www.medicinenet.com/
niddk.nih.gov,O,,http://www.niddk.nih.gov/
verywellmind.com,O,,http://www.verywellmind.com/
weightwatchers.com,O,,http://www.weightwatchers.com/
nichd.nih.gov,O,,http://www.nichd.nih.gov/
apa.org,X,HTTP,http://www.apa.org/
nimh.nih.gov,O,,http://www.nimh.nih.gov/
clevelandclinic.org,O,,http://www.clevelandclinic.org/
healthgrades.com,X,DNS,http://www.healthgrades.com/
labcorp.com,X,HTTP,http://www.labcorp.com/
verywellhealth.com,O,,http://www.verywellhealth.com/
self.com,O,,http://www.self.com/
health.com,O,,http://www.health.com/
hopkinsmedicine.org,O,,http://www.hopkinsmedicine.org/
verywellfit.com,O,,http://www.verywellfit.com/
niaaa.nih.gov,O,,http://www.niaaa.nih.gov/
bmj.com,O,,http://www.bmj.com/
kidshealth.org,O,,http://www.kidshealth.org/
fragrantica.com,O,,http://www.fragrantica.com/
rxlist.com,O,,http://www.rxlist.com/
clinicaltrials.gov,O,,http://www.clinicaltrials.gov/
emedicine.medscape.com,O,,http://www.emedicine.medscape.com/
heart.org,O,,http://www.heart.org/
zocdoc.com,X,DNS,http://www.zocdoc.com/
mercola.com,O,,http://www.mercola.com/
cancer.org,O,,http://www.cancer.org/
nejm.org,O,,http://www.nejm.org/
thelancet.com,O,,http://www.thelancet.com/
tonyrobbins.com,O,,http://www.tonyrobbins.com/
nia.nih.gov,O,,http://www.nia.nih.gov/
goodrx.com,O,,http://www.goodrx.com/
aamc.org,O,,http://www.aamc.org/
sutterhealth.org,O,,http://www.sutterhealth.org/
doctor.webmd.com,X,UNK,http://www.doctor.webmd.com/
sdsu.edu,O,,http://www.sdsu.edu/
,,,
Accessible,DNS Blocking,HTTP Blocking,TCP/IP Blocking,Unknown
44,2,2,0,2
,,,
TEST RESULT FOR HEALTH (HTTPS),,,
Site,Accessible,CensorType,URL
nih.gov,O,,https://www.nih.gov/
webmd.com,O,,https://www.webmd.com/
cdc.gov,O,,https://www.cdc.gov/
who.int,O,,https://www.who.int/
mayoclinic.org,O,,https://www.mayoclinic.org/
myfitnesspal.com,O,,https://www.myfitnesspal.com/
psychologytoday.com,O,,https://www.psychologytoday.com/
kaiserpermanente.org,O,,https://www.kaiserpermanente.org/
fda.gov,O,,https://www.fda.gov/
medlineplus.gov,O,,https://www.medlineplus.gov/
medscape.com,O,,https://www.medscape.com/
www.nhs.uk,X,UNK,https://www.www.nhs.uk/
drugs.com,O,,https://www.drugs.com/
niams.nih.gov,O,,https://www.niams.nih.gov/
menshealth.com,O,,https://www.menshealth.com/
medicinenet.com,O,,https://www.medicinenet.com/
niddk.nih.gov,O,,https://www.niddk.nih.gov/
verywellmind.com,O,,https://www.verywellmind.com/
weightwatchers.com,O,,https://www.weightwatchers.com/
nichd.nih.gov,O,,https://www.nichd.nih.gov/
apa.org,X,HTTP,https://www.apa.org/
nimh.nih.gov,O,,https://www.nimh.nih.gov/
clevelandclinic.org,O,,https://www.clevelandclinic.org/
healthgrades.com,X,DNS,https://www.healthgrades.com/
labcorp.com,X,HTTP,https://www.labcorp.com/
verywellhealth.com,O,,https://www.verywellhealth.com/
self.com,O,,https://www.self.com/
health.com,O,,https://www.health.com/
hopkinsmedicine.org,O,,https://www.hopkinsmedicine.org/
verywellfit.com,O,,https://www.verywellfit.com/
niaaa.nih.gov,O,,https://www.niaaa.nih.gov/
bmj.com,O,,https://www.bmj.com/
kidshealth.org,O,,https://www.kidshealth.org/
fragrantica.com,O,,https://www.fragrantica.com/
rxlist.com,O,,https://www.rxlist.com/
clinicaltrials.gov,O,,https://www.clinicaltrials.gov/
emedicine.medscape.com,X,UNK,https://www.emedicine.medscape.com/
heart.org,O,,https://www.heart.org/
zocdoc.com,X,DNS,https://www.zocdoc.com/
mercola.com,O,,https://www.mercola.com/
cancer.org,O,,https://www.cancer.org/
nejm.org,O,,https://www.nejm.org/
thelancet.com,O,,https://www.thelancet.com/
tonyrobbins.com,O,,https://www.tonyrobbins.com/
nia.nih.gov,O,,https://www.nia.nih.gov/
goodrx.com,O,,https://www.goodrx.com/
aamc.org,O,,https://www.aamc.org/
sutterhealth.org,O,,https://www.sutterhealth.org/
doctor.webmd.com,X,UNK,https://www.doctor.webmd.com/
sdsu.edu,O,,https://www.sdsu.edu/
,,,
Accessible,DNS Blocking,HTTP Blocking,TCP/IP Blocking,Unknown
43,2,2,0,3
